cluster_0_gene_name	cluster_0_score	cluster_0_pval	cluster_0_pval_adj	cluster_0_log2foldchange	cluster_1_gene_name	cluster_1_score	cluster_1_pval	cluster_1_pval_adj	cluster_1_log2foldchange	cluster_2_gene_name	cluster_2_score	cluster_2_pval	cluster_2_pval_adj	cluster_2_log2foldchange	cluster_3_gene_name	cluster_3_score	cluster_3_pval	cluster_3_pval_adj	cluster_3_log2foldchange	cluster_4_gene_name	cluster_4_score	cluster_4_pval	cluster_4_pval_adj	cluster_4_log2foldchange	cluster_5_gene_name	cluster_5_score	cluster_5_pval	cluster_5_pval_adj	cluster_5_log2foldchange	cluster_6_gene_name	cluster_6_score	cluster_6_pval	cluster_6_pval_adj	cluster_6_log2foldchange	cluster_7_gene_name	cluster_7_score	cluster_7_pval	cluster_7_pval_adj	cluster_7_log2foldchange	cluster_8_gene_name	cluster_8_score	cluster_8_pval	cluster_8_pval_adj	cluster_8_log2foldchange	cluster_9_gene_name	cluster_9_score	cluster_9_pval	cluster_9_pval_adj	cluster_9_log2foldchange
si:ch73-367f21.4	3.8987513	9.669004285205876e-05	0.0004456845557428659	0.029751983	si:ch211-152p11.8	3.8085332	0.00013979356946606226	0.0007008131224472634	0.1658464																																								
znf414	3.8913984	9.966813633468326e-05	0.00045932735895664104	0.29875097	ptpn12	3.80832	0.00013991410860285066	0.0007012771538170475	0.36013535																																								
snx1a	3.89121	9.97455381712468e-05	0.0004595995698162633	0.30809242	LOC100007966	3.8068237	0.00014076302923518103	0.0007053910617371148	0.3602682																																								
si:ch73-36p18.4	3.8876872	0.00010120395835967214	0.00046623385779149824	0.25324965	fbxo33	3.8032527	0.00014280858886692375	0.0007154987184765762	0.21270664																																								
si:dkey-185e18.7	3.8867784	0.00010158346881932895	0.0004678962200340498	0.31962213	smchd1	3.8014102	0.00014387492744260682	0.0007206146232911899	0.378201																																								
capn5a	3.8855808	0.00010208555070991515	0.00047012243507160267	0.41104546	waca	3.801389	0.00014388718541340483	0.0007206146232911899	0.10896008																																								
si:ch211-239m17.1	3.8813272	0.00010388801631361899	0.00047827154350904425	0.2748584	znf318	3.8010914	0.0001440601275340074	0.0007213366274006051	0.15465452																																								
LOC100005990	3.8813148	0.00010389326395941698	0.00047827154350904425	0.10630644	bnip2	3.800583	0.0001443561769442924	0.0007226746417586644	0.06906623																																								
gpatch11	3.8796055	0.00010462600626244549	0.0004815562748759564	0.2286037	elovl1a	3.800492	0.00014440905923245994	0.0007227950237062382	-0.9404017																																								
klhl25	3.87867	0.00010502910239521214	0.0004833228347050464	0.8794827	slc5a6a	3.8002071	0.00014457520359082424	0.000723482142784508	0.3269851																																								
prtfdc1	3.8779535	0.00010533880990617389	0.0004846590692195585	0.09897977	p2ry11	3.7986326	0.0001454965553905748	0.000727947436610808	0.18808103																																								
LOC110439449	3.8774726	0.00010554723974913069	0.0004855289248580859	0.45044586	LOC100332329	3.7983668	0.00014565271719745737	0.0007285247768108821	0.107703365																																								
nbeaa	3.8766987	0.00010588331803101048	0.00048698555041565294	0.56414324	LOC110437793	3.7983372	0.0001456700782484697	0.0007285247768108821	0.2112617																																								
arhgef12b	3.8746476	0.00010677908514400479	0.0004910153271362363	0.26090732	zgc:174877	3.7970498	0.00014642841895462028	0.0007321713045115723	0.19844048																																								
fahd1	3.8741236	0.0001070090879951012	0.0004919827218791648	0.42512643	negr1	3.7966866	0.000146642917088162	0.0007330975986700975	0.30778703																																								
cdyl	3.8736835	0.0001072026155407741	0.0004927820944700245	0.019378783	mrpl19	3.7948463	0.00014773493245088235	0.0007384095347584879	0.07874255																																								
tmcc3_1	3.8727438	0.00010761688001288356	0.0004945049888914646	0.15354209	naa15b	3.7943926	0.00014800535357109912	0.0007395138507195169	0.07270769																																								
cbx7a	3.86473	0.00011121221163064007	0.0005106512725285994	0.6125984	atad3	3.7943504	0.00014803053270353827	0.0007395138507195169	0.049268458																																								
chmp5b	3.8612418	0.00011281220888537958	0.0005178082453618246	-0.034733735	LOC100332626	3.794327	0.00014804438294544544	0.0007395138507195169	0.2531493																																								
rabggtb	3.8581097	0.00011426730350806187	0.0005243911076040056	0.2518302	avl9	3.794002	0.0001482384144891576	0.0007403355444481419	0.24195433																																								
LOC110439496	3.8548877	0.00011578270539910792	0.0005312482689976276	0.3569687	si:dkeyp-117b8.4	3.7933543	0.00014862593226968543	0.0007421230315282739	0.2985406																																								
capns1b	3.854548	0.0001159436256400737	0.0005318892606687568	-0.006817892	zgc:111986_1	3.791176	0.000149935601451612	0.0007485134009133851	0.040849138																																								
slx1b	3.8524642	0.00011693509617521638	0.0005363394548450089	0.2690421	si:ch1073-456m8.1	3.7903192	0.00015045381135243325	0.0007509508632736145	0.05348698																																								
atxn3	3.852366	0.0001169820420974726	0.0005364566167609309	0.33695343	nucb1	3.7887068	0.00015143353995802355	0.00075569044646383	0.047398716																																								
hbegfb	3.8519728	0.00011717000358291609	0.0005372202871427428	0.34399265	pkn2	3.7883837	0.00015163046259211052	0.0007565225269374686	0.2358223																																								
LOC101882721	3.8509738	0.00011764902169369048	0.0005393179183932051	0.20144114	zgc:85789	3.7859905	0.00015309753929124175	0.0007636901333083116	-0.021581206																																								
taok2b	3.8492954	0.00011845809023866957	0.0005429274986144618	0.31681213	LOC100150038	3.785826	0.00015319893889594936	0.0007640438922335588	0.054560643																																								
phlda1	3.8424993	0.00012178776381176953	0.0005580863048822331	0.37492323	st5	3.7857752	0.00015323015149047473	0.0007640475387428366	1.0563028																																								
mrps22	3.8418114	0.0001221296160201759	0.0005595505310111002	0.5348782	snx13	3.7845933	0.0001539601469636209	0.0007675348138007402	0.40275958																																								
znf1015	3.8414636	0.00012230292140647932	0.0005602421469252212	0.27451673	akt1s1	3.7829323	0.0001549915857673072	0.0007725231833054926	0.08842411																																								
cratb	3.841353	0.00012235801985471684	0.0005603921296689809	0.33343664	mrpl28_2	3.7818244	0.00015568326125518648	0.0007758164267639174	0.08618723																																								
rbsn	3.840573	0.0001227474355573286	0.0005620729301571061	0.33068717	eif4a3	3.7817144	0.0001557519279682652	0.0007760043383924737	0.14142969																																								
si:dkey-46g23.2	3.8388925	0.00012359054521467785	0.0005658302477353635	0.28481397	sec24b	3.7814338	0.00015592768600914946	0.0007766700849747536	0.058119465																																								
itgb1a	3.8349214	0.00012560453155445166	0.0005747358868097636	0.048958354	rhobtb2a	3.781402	0.00015594752005417437	0.0007766700849747536	0.4650707																																								
guca1a	3.8338363	0.00012616010090508927	0.0005770673520596656	1.2653508	brf2	3.7806866	0.0001563964032172872	0.0007787509422019311	0.14497016																																								
olig4	3.8326123	0.00012678973167011174	0.000579841527831239	0.9583475	ddx52	3.7803574	0.00015660337723041566	0.0007796266640829392	0.08925893																																								
gtf3aa	3.8318691	0.00012717337563161656	0.0005814899368081175	0.23629661	rbbp9	3.7786648	0.00015767151155658888	0.0007847883456468342	0.0461843																																								
lrp6	3.8314433	0.00012739369748558397	0.0005823911036245939	0.18236715	LOC100537377	3.7778416	0.00015819340274053604	0.0007872296670824451	0.31119856																																								
LOC100535353	3.8285797	0.00012888494719018003	0.0005891010368834887	0.10526378	si:ch211-165g14.1	3.7769067	0.0001587881895895169	0.0007900327035035393	0.058392495																																								
nap1l4b	3.8273575	0.0001295263081468253	0.0005918167043398329	0.2653332	si:ch1073-398c20.3	3.776246	0.0001592097021187439	0.0007919726916666868	0.43994308																																								
ecm1b	3.8225572	0.0001320747828440605	0.0006033509215908913	0.11934111	prrg2	3.7753258	0.00015979861217932595	0.0007947444470013858	-0.4615099																																								
fem1b	3.8206823	0.0001330830371612497	0.0006078461023112036	0.44394925	LOC101886247	3.7751656	0.00015990147579872822	0.0007950982726385482	0.31189132																																								
zgc:113921	3.8204958	0.0001331835972239591	0.0006081945797077353	0.027143542	ptpn13	3.773631	0.00016088860128906355	0.0007998480126758563	-0.05948427																																								
rps3	3.818412	0.00013431343496192526	0.0006132324196923478	0.17309193	pnpla6	3.7731795	0.00016118026254742068	0.0008011390959773244	0.29427648																																								
zgc:113227	3.816619	0.0001352928953332489	0.0006174893871855821	0.58088094	rab18b	3.7720735	0.00016189652573413816	0.0008045397133330506	0.18827535																																								
hsbp1b	3.8155463	0.00013588199497035214	0.0006200651895006093	0.12979642	riok2	3.7715755	0.00016222009480908054	0.000805987888302163	0.06719151																																								
slc35f3a	3.8152575	0.0001360409243662196	0.0006206570858129792	1.0323315	arl8ba	3.7698534	0.00016334357147922675	0.0008114090294685489	0.2936258																																								
rnf11a	3.8152208	0.00013606122582551346	0.0006206570858129792	0.059240744	sorl1	3.7688382	0.00016400924222593008	0.0008145543224955743	0.28173265																																								
hapln4	3.810746	0.00013854805781056672	0.0006316561689850246	0.25887042	padi2	3.768777	0.00016404945769182052	0.0008145926518429424	0.08559733																																								
plekhg4	3.810537	0.00013866513391630827	0.0006320749675843214	0.015209714	shoc2	3.7686207	0.0001641521185131319	0.0008149409789364556	0.05087059																																								
mrpl40	3.8072886	0.0001404987476144625	0.000640316655946203	0.18183495	kctd6a	3.7672572	0.00016505089028433697	0.0008192407160133051	0.7542995																																								
ptgr1_1	3.8013134	0.00014393112881690175	0.0006557211332105523	0.86095953	si:ch1073-153i20.3	3.766185	0.0001657609140798996	0.000822602073317514	0.0256153																																								
larp7	3.800294	0.00014452454295271527	0.0006580984116813033	-0.018842757	tmem168a	3.7645683	0.00016683697585783458	0.0008277782337396044	0.12887858																																								
klf7a	3.7975018	0.00014616169706095213	0.0006653994003868191	0.34733075	zmym4	3.764199	0.00016708373288789065	0.0008288384818064253	0.07927499																																								
jade1	3.7973545	0.0001462485991452224	0.0006656741213317859	0.048209995	agfg1a	3.7589417	0.0001706335784580451	0.0008462804269151878	0.17819348																																								
ube2ka	3.7967036	0.00014663299897580656	0.0006673026057239592	0.3087424	prrg4	3.757933	0.0001713228232541917	0.0008495307394044647	-0.04311753																																								
mysm1	3.7943678	0.00014802008992389213	0.0006734927525925359	0.18531384	mettl27	3.757743	0.00017145288996904981	0.0008498609561249045	0.11024733																																								
nck2a	3.7905114	0.00015033750566696144	0.0006836647164455834	0.44032443	cntrob	3.7577367	0.0001714572271253348	0.0008498609561249045	0.337824																																								
hyou1	3.788718	0.0001514266245315067	0.0006884926120998997	-0.08535368	tspan5b	3.7568376	0.00017207415213167223	0.000852750236720541	0.26980272																																								
wdr45	3.7841144	0.0001542568875621234	0.0007011066443576039	0.30917758	surf2	3.756635	0.00017221346544594426	0.0008532719361273055	0.1122224																																								
pdss1	3.7820714	0.0001555287095276972	0.0007067589980096551	0.4858554	atpaf2	3.756428	0.00017235579053683517	0.0008536396454448351	0.17862213																																								
tjp2b	3.7800899	0.00015677172409706507	0.0007122784187451574	0.16402972	LOC108183925	3.7563288	0.00017242408773279126	0.0008538092025108941	0.08534684																																								
LOC103909792	3.779922	0.00015687744923587174	0.000712629601766285	0.24571893	pak1ip1	3.756198	0.00017251422084193257	0.000854086798266617	0.09561554																																								
sgta	3.779664	0.00015704003572126118	0.0007132389083872319	0.19241826	ube2g1b	3.7557526	0.0001728212963015754	0.0008554381147502546	0.10284367																																								
jmjd6	3.7783213	0.00015788908300735552	0.0007169651729460821	0.16402073	nipblb	3.7536485	0.00017427923031087565	0.0008624843409619762	0.14163636																																								
zgc:174275	3.7777522	0.00015825019440059732	0.0007184748003704714	0.3680032	rnf167	3.7531335	0.0001746377942906442	0.0008639176932483298	0.29204494																																								
zc3h3	3.7773347	0.00015851567691395127	0.0007194195106871451	0.042271566	ddias	3.7531335	0.0001746377942906442	0.0008639176932483298	0.26241237																																								
si:dkey-6e2.2	3.7744114	0.00016038582374060186	0.00072777535443192	0.47022164	pelo	3.75261	0.00017500294721602732	0.0008655532507728771	0.04754675																																								
otx1a	3.7726245	0.00016153933336936785	0.0007328769104500588	0.016572164	sec22a	3.7524538	0.00017511204314863026	0.0008659219715059313	0.25516686																																								
ppp6r2a	3.772168	0.00016183523626945264	0.0007340865060315055	0.039688177	arfgef1	3.7516983	0.00017564073534044483	0.0008683650240717141	-0.05910142																																								
irf1b	3.7683237	0.00016434750142015848	0.0007452124585017533	0.6792695	LOC110437774	3.7504869	0.00017649154890811072	0.0008723993620451002	0.31073898																																								
LOC101883622	3.767425	0.0001649400348736367	0.0007477639562565704	0.20097929	exosc9	3.749824	0.00017695861496802023	0.0008745356156917183	0.06854862																																								
xpnpep3	3.7670074	0.00016521606418033288	0.0007488799032087204	0.44185537	tlk2_1	3.7496595	0.00017707481783886807	0.0008749373908829227	0.08243324																																								
ska1	3.7646596	0.00016677616120164894	0.0007555415247931561	0.13462014	naa35	3.748676	0.00017777055177610918	0.0008782019414308145	0.02028071																																								
clpp	3.7642665	0.00016703866108784004	0.0007565939788268519	0.17395756	cotl1	3.7473907	0.00017868365853035108	0.000882538834427937	0.06872717																																								
wbp11_1	3.7626104	0.0001681489903639625	0.0007614855632272961	0.40425852	arl9	3.745774	0.0001798384263371249	0.0008880673748160703	0.023408793																																								
mtmr6	3.7594662	0.0001702762367411329	0.000770979795909183	0.30945283	rnf113a	3.7455883	0.0001799715374000388	0.0008885496467341683	0.04983166																																								
fbxo33	3.7560294	0.00017263047381433705	0.0007813570705363258	0.27744707	rimkla_1	3.745392	0.0001801123122694563	0.0008890695587526963	0.03678828																																								
camsap1b	3.7545433	0.00017365789772964612	0.0007858654747231106	0.27889553	trim35-40	3.7452486	0.00018021530995178186	0.0008894028271808159	0.1414829																																								
agps	3.7544613	0.00017371467192944413	0.0007859804993832935	0.22156285	pum1	3.7451239	0.00018030472045490607	0.0008896689218351725	0.073926985																																								
rps3a_1	3.7541113	0.00017395757851750113	0.000786937495600015	0.12065274	sema3fa	3.744514	0.00018074328320079487	0.0008916573778215163	1.602031																																								
nup62l_2	3.7538717	0.0001741239617751981	0.0007875480378666754	0.30616513	LOC110440146	3.7440834	0.000181053460542339	0.000893011814630907	0.15066844																																								
si:dkey-261m9.12	3.7531881	0.00017459976003126546	0.0007895575653876421	0.12209546	appbp2	3.7425766	0.00018214302693129965	0.000898209150710202	0.12598722																																								
stard9	3.7530735	0.00017467965417786486	0.0007897763729477562	0.05009508	si:ch211-191i18.4	3.7421334	0.0001824646589437043	0.000899618241755093	0.64549094																																								
uchl1	3.7490757	0.00017748756694242927	0.0008023270248834865	0.4598893	tbcc	3.7419813	0.00018257505563902223	0.0008999855151716285	0.18564737																																								
per3	3.7484431	0.00017793569958403737	0.0008042077615891598	0.5015456	timm10	3.7409852	0.00018330032391616124	0.0009032357525437346	0.05026578																																								
hsd17b12b	3.747387	0.00017868641017451092	0.0008074551212248586	0.39392343	efr3a	3.7409768	0.00018330648181560594	0.0009032357525437346	0.21000318																																								
vmp1	3.7471986	0.00017882057023135546	0.0008077701231607778	-0.052897837	si:ch211-160d20.3	3.7401578	0.0001839047233024374	0.000906005462715978	0.046938658																																								
rpl24	3.7467523	0.00017913884944679203	0.0008090620540960881	0.21170722	LOC101883622	3.7390604	0.0001847093689286073	0.000909790733260851	0.13236162																																								
bnip2	3.7438986	0.0001811867114906781	0.0008181635939876306	0.007631219	cd3eap	3.7389104	0.0001848194904465359	0.0009101542922461431	0.072664715																																								
cadps2	3.74012	0.0001839324720138943	0.0008304127059618649	0.37574494	prnprs3	3.737486	0.00018586950731560258	0.0009151453683702405	0.14365372																																								
zgc:113135	3.7388508	0.00018486340854251843	0.0008344653698049284	0.31670818	eif2s3	3.7366798	0.00018646622119411894	0.000917903044079298	0.11949034																																								
tm9sf1	3.7380974	0.0001854180572449152	0.0008368183332554995	0.05260188	slc16a6a	3.736494	0.00018660393903978427	0.0009184006157414554	0.13429338																																								
slc11a2	3.735981	0.00018698488402624474	0.0008435858716705994	0.19694623	tmem9	3.7364433	0.00018664151504233065	0.0009184052249805772	0.49545237																																								
si:dkey-67c22.2_1	3.7346995	0.00018793950496984402	0.0008477400812622117	0.44107762	aanat2	3.734776	0.00018788236944971241	0.0009243296315262986	1.7148428																																								
gtf2h2	3.7346013	0.00018801289151908015	0.0008479185208379386	0.11013458	zgc:198419	3.734681	0.00018795328393818916	0.0009244970594965953	0.070086494																																								
sssca1	3.733549	0.00018880042946800763	0.0008513170651277351	0.4415571	mcmdc2as	3.7333999	0.00018891230337607227	0.0009290319396556067	0.07427989																																								
selk	3.732548	0.00018955254016495468	0.0008542473879494343	0.008841596	stard8_1	3.7316608	0.0001902215294329621	0.0009352869471884323	0.42079815																																								
cldn11b	3.7319236	0.0001900230730543922	0.0008562139761246441	0.30961096	kcmf1	3.7310932	0.0001906507776407134	0.000937213648233403	0.066311345																																								
ppip5k1a	3.7295122	0.00019185073760755414	0.0008639832175477815	0.48386404	usp24	3.7305064	0.0001910953437551027	0.0009392148797187068	0.11624525																																								
kdelr2b	3.7291603	0.00019211897333850468	0.0008650357797203086	0.1293065	cpne1	3.7301033	0.0001914013474985934	0.0009405344396000279	-0.013507899																																								
pebp1	3.7279935	0.00019301041559435314	0.0008688935124439755	0.60612553	mrps24	3.7298057	0.00019162754094967805	0.0009414613762141573	0.083460145																																								
ppp2r5cb	3.7250292	0.00019529250308560785	0.0008790091367110516	0.095064625	LOC110439329	3.7296073	0.0001917784761238241	0.0009420182799372476	0.1939941																																								
pde10a	3.7243824	0.00019579388668638953	0.0008811076415944416	0.4901698	rab32a	3.7295144	0.00019184916501309302	0.0009421808719079526	-0.015591311																																								
specc1la	3.7239854	0.00019610229709815508	0.0008821787830334449	0.3310165	si:dkey-54n8.2	3.7287905	0.00019240105709989366	0.0009447061502969509	0.1024739																																								
tab3	3.7237828	0.00019625985764703418	0.0008827291569676222	0.16835018	stx18	3.7286258	0.00019252676831039506	0.0009451382637031654	0.004981558																																								
dbx1b	3.7206059	0.00019874549972240935	0.0008937485999357575	1.1778183	eri1_2	3.728229	0.00019283008187017924	0.0009464419095668519	0.09760174																																								
hnrpdl	3.719269	0.000199800142182602	0.0008983301101253994	0.1931815	zgc:174690	3.7278829	0.00019309504122710366	0.0009475568330850785	0.037140578																																								
cramp1	3.7186632	0.00020027993356416186	0.0009003258276038883	0.09252137	samd1a	3.727085	0.00019370704388002222	0.0009503739991968363	0.03163956																																								
arnt2	3.7173202	0.00020134711544434906	0.0009047986367386255	-0.0024855079	sugp1	3.7256289	0.0001948288947617591	0.000955691012935079	0.07392049																																								
psmd4a	3.7144136	0.00020367549849756265	0.0009150976958845502	0.12724379	abcf1	3.7235224	0.00019646231968538312	0.000963514870912505	0.124371216																																								
mief1	3.7142906	0.0002037744356535076	0.0009152585669585742	0.297283	si:dkey-182g1.2	3.7220495	0.00019761237268999432	0.0009689655191407273	0.11952839																																								
spint1b	3.7142785	0.0002037843318517435	0.0009152585669585742	0.16841753	hipk3b	3.7210362	0.0001984069074732321	0.0009726711407635508	0.27129862																																								
rrp9	3.7120042	0.0002056245795729283	0.0009230275271445237	0.28277397	serinc2	3.7192023	0.0001998529876886359	0.000979568828588844	0.012710837																																								
trim35-28	3.7115273	0.00020601249305434772	0.0009246032499373823	0.07599786	ctc1	3.7189722	0.0002000350690638401	0.0009802696072637763	0.1195164																																								
LOC101882607	3.710336	0.0002069844493198621	0.0009287991777034842	0.44112772	cadps2	3.7170558	0.00020155792526416097	0.0009875392796464932	0.16124551																																								
usp15	3.7100677	0.00020720381602730277	0.000929617120554926	0.0916199	pabpc1l	3.716507	0.00020199598719386765	0.0009893814356766153	0.16234952																																								
cacybp	3.7078917	0.00020899196039717154	0.0009374718109011278	0.017084768	hdac6	3.716486	0.00020201285357827005	0.0009893814356766153	0.30498153																																								
rbbp8	3.7048929	0.0002114800972515647	0.0009482934020944044	0.34149826	ddx39b	3.7150507	0.0002031628765715134	0.0009948194303851445	0.08134823																																								
LOC103909143	3.7032204	0.0002128797351287152	0.0009543987552739	0.18566558	elac2	3.7148566	0.00020331893940599765	0.0009953891670216283	0.13038293																																								
si:ch211-191j22.3	3.7025962	0.00021340447004574453	0.0009565801942358069	0.07477898	bbc3	3.7144473	0.00020364839761691998	0.0009968074076675876	1.1055024																																								
mau2	3.7024386	0.00021353713600078558	0.000957003728052153	0.23451287	sap30bp	3.7133834	0.00020450665498056704	0.0010008129273219237	0.09119604																																								
usp47	3.7017915	0.0002140823948125673	0.0009592758863732234	0.08883102	gtf3c4	3.7128305	0.0002049541536588214	0.0010028071082592265	0.36252642																																								
rnf216	3.701196	0.00021458567215830457	0.0009613591525147564	0.17040035	smarce1	3.7124696	0.00020524671930734372	0.001004042596830187	0.14258426																																								
tcf7l2	3.7009442	0.00021479873149151123	0.0009621417090003967	0.53662324	acaa1	3.7117288	0.00020584847825242135	0.0010067898450488182	0.19968717																																								
mtrr	3.7004447	0.0002152219737823046	0.0009638652840498923	0.5641412	LOC100332177	3.711541	0.00020600132416538722	0.001007340848913304	0.4755399																																								
brf2	3.6994336	0.0002160812646999286	0.0009675407254320133	0.27442646	ano9a	3.7109902	0.00020645017261278014	0.0010093387998267888	0.06335531																																								
abcb7	3.6966598	0.00021845479210996722	0.000977993895164929	0.24017848	si:dkeyp-82a1.6	3.7097576	0.00020745782191985222	0.001014067426724457	0.620325																																								
tp53inp1	3.6942914	0.0002205008391379051	0.0009869775060412016	0.2342938	nup107	3.7084637	0.000208520476649415	0.0010188643796674925	0.070234984																																								
pex11b	3.6934316	0.00022124801068208483	0.000990145087619557	0.1612753	tmem19_1	3.7083645	0.0002086021632825153	0.001019064865492015	0.4623426																																								
armc10	3.6927562	0.00022183674076912247	0.0009926025962368483	0.5376753	tada3l_2	3.708223	0.0002087186621464332	0.0010194353050199717	0.12787805																																								
urod	3.6898658	0.00022437244010521846	0.0010037693349415325	0.2921808	ruvbl1	3.7070203	0.00020971224608184221	0.0010240886733464752	0.108422995																																								
si:ch211-199b20.3	3.6895075	0.0002246885969632771	0.00100500434894388	0.72941506	etv5b	3.7062583	0.00021034381166188523	0.001026972727525675	0.020339001																																								
strn	3.688312	0.00022574668642915042	0.0010093768180579885	0.25018513	dedd	3.7057877	0.00021073483980814449	0.0010286814984675657	0.05413589																																								
sae1	3.6870162	0.00022689883511460392	0.0010143474587092317	0.17234354	ccdc61	3.7054267	0.00021103514884705495	0.001029946853777313	0.32704228																																								
mkl2b	3.6817493	0.00023163910867832283	0.0010353541187822467	0.41110322	ptges3a_1	3.7030375	0.000213033318914428	0.001039496432141143	0.08890777																																								
mesdc1	3.6810882	0.00023224069902783617	0.001037857971444418	0.35326356	eif3ea_1	3.7019486	0.00021395002844764655	0.001043766331854556	0.06456591																																								
mapk8b	3.6805067	0.0002327708625819813	0.0010400417899251236	0.07128521	ewsr1b	3.701174	0.00021460428202416495	0.0010467544139361195	0.1292594																																								
pold1	3.676253	0.00023668471424454353	0.0010569640205333561	0.60657716	mrpl35	3.700125	0.00021549328266399183	0.001050873959260959	0.09645184																																								
ncoa2	3.67498	0.00023786818750841767	0.0010616816218101846	0.097432174	spint1b	3.7000785	0.0002155327146158378	0.001050873959260959	0.18159899																																								
usp3	3.672552	0.00024014018021011098	0.00107144068300937	0.24286658	rpgrip1l	3.6982677	0.0002170758559708119	0.0010579862737243575	0.23872997																																								
rufy1	3.6724312	0.00024025373505269016	0.0010717565621695554	0.2865175	zbtb49	3.6973138	0.0002178929589206198	0.001061762229452616	0.21848015																																								
alg3	3.6653364	0.0002470137096079322	0.001101520306890665	0.14297374	rbm27	3.6953552	0.00021957960984367536	0.0010697730807272237	0.2039905																																								
timm22	3.6631584	0.000249124430681476	0.0011107351439811235	0.51229995	mrpl9	3.6946375	0.00022020062618167516	0.001072590146884934	-0.014427504																																								
LOC110437880	3.6596231	0.0002525864335352706	0.001125770189010507	0.6387415	acat1	3.6944118	0.00022039640454257282	0.001073335200362178	0.22869083																																								
rpl26	3.6580389	0.00025415261744737654	0.001132347939732659	0.17930277	fbxo9	3.6937892	0.00022093701398881536	0.0010757589729300011	0.12269736																																								
rab4b	3.657525	0.00025466246671399304	0.0011344178764266838	0.25550154	clns1a	3.6926706	0.00022191140718867417	0.0010802935196331921	0.07810951																																								
LOC100535592	3.6555638	0.00025661725516651715	0.0011429225511734042	0.21753433	wbp1	3.6925502	0.00022201644034659432	0.0010805949696558706	0.054945044																																								
cyp2y3	3.6553593	0.0002568221130901093	0.0011436317439539314	0.010628905	fam63a	3.688631	0.0002254639476251249	0.0010971615824444537	0.08884156																																								
LOC101884382	3.654301	0.0002578836766592687	0.0011481549270233088	0.26531646	rplp0	3.688194	0.00022585133920602132	0.0010988333983963762	0.08032913																																								
gna11a	3.6528354	0.00025936064600515804	0.0011543366485068313	0.13471512	LOC103910886	3.6877594	0.00022623747951979064	0.0011004984788750382	0.30751875																																								
tmem30ab	3.6528025	0.00025939374132828935	0.0011543366485068313	0.21935073	cherp	3.686033	0.00022777691812278668	0.00110755697956659	0.09992683																																								
smad4a	3.652786	0.000259410290474706	0.0011543366485068313	0.24088466	crebrf	3.6853259	0.00022841020605953802	0.0011104209125462337	0.19206485																																								
rab11fip1b	3.6522663	0.0002599362408589864	0.0011564717453623275	0.5610725	si:dkeyp-113d7.10	3.6850262	0.00022867914291717367	0.0011115127780418606	0.09634082																																								
zgc:114037	3.6506143	0.0002616139145156187	0.001163729260203815	0.23360899	itgb1bp1	3.6847856	0.00022889526501367616	0.0011123475596806528	0.37929544																																								
cldn5a	3.6413639	0.0002711976049694739	0.0012059320855357164	0.5575092	sb:cb230	3.6844964	0.0002291552443102926	0.0011133951063930596	0.024820939																																								
rybpb	3.6406229	0.00027197938593093634	0.0012091939141086999	0.26573616	coasy	3.683859	0.00022972931647875306	0.0011159680323365162	0.05450476																																								
LOC100536860	3.6403525	0.0002722649804023004	0.001210248980096482	0.1278894	LOC110439907	3.6827996	0.00023068655637643596	0.001120400934340582	1.0272663																																								
LOC101885684	3.6399984	0.0002726397078561505	0.0012116998080004022	1.1460366	LOC101885363	3.682747	0.00023073432540095842	0.0011204158466680402	0.22773105																																								
rpap2	3.6392248	0.00027346015914510096	0.0012151307124855701	0.4154902	hvcn1	3.6825695	0.0002308948973301872	0.0011209784033465954	0.09799344																																								
mmd	3.6369996	0.00027583241281650304	0.0012254546720415571	0.14399323	pou6f1	3.6804504	0.00023282224942868486	0.001130116673930948	0.50752974																																								
si:dkey-108k21.15	3.6365492	0.00027631487851686895	0.0012273806033854045	0.30058065	fbxo28	3.679965	0.00023326589473940463	0.001132050903685947	0.058271654																																								
wu:fe02h09	3.6359618	0.0002769454658286941	0.0012299636864744944	0.05289803	sipa1l1	3.6798384	0.00023338175869846257	0.0011323939534525092	0.06496821																																								
mafk	3.6354275	0.00027752009742860946	0.0012322973892197565	0.20877056	gid8a	3.6768732	0.00023611039483413366	0.0011454118747653173	0.06663122																																								
LOC101884549	3.634662	0.00027834546382740535	0.0012357434283205354	0.2414589	ola1	3.6762187	0.00023671646026587553	0.0011481297974118491	0.10882823																																								
rtel1	3.6309118	0.00028242177145622435	0.0012533966224011542	0.37339783	cldn11b	3.676031	0.00023689072920905327	0.0011487527603703093	0.08633794																																								
si:ch211-243j20.2	3.6287746	0.00028476968514141976	0.0012635930125251952	0.5504336	inip	3.6734476	0.00023929966148571673	0.0011602099254934188	0.07216416																																								
ublcp1	3.6277409	0.00028591196091772237	0.0012684370287369255	0.17381433	pi4k2b	3.6733422	0.00023939855250638603	0.0011604649230564828	0.1312616																																								
gcc1	3.6238823	0.000290213731142705	0.0012872938214162173	0.104764014	bet1l	3.6721897	0.0002404809407932406	0.0011654863228776815	0.0045048427																																								
lig1	3.6237779	0.00029033095665294956	0.0012875859447032613	0.4966529	si:dkey-253d23.11	3.6716073	0.00024102982754446617	0.0011679206760544342	0.39132267																																								
si:dkey-77f5.8	3.622478	0.00029179424850563095	0.001293846565194082	0.22068271	yy1a	3.6710923	0.0002415160538834946	0.0011700505231240193	0.13760456																																								
