cluster_0_gene_name	cluster_0_score	cluster_0_pval	cluster_0_pval_adj	cluster_0_log2foldchange	cluster_1_gene_name	cluster_1_score	cluster_1_pval	cluster_1_pval_adj	cluster_1_log2foldchange	cluster_2_gene_name	cluster_2_score	cluster_2_pval	cluster_2_pval_adj	cluster_2_log2foldchange	cluster_3_gene_name	cluster_3_score	cluster_3_pval	cluster_3_pval_adj	cluster_3_log2foldchange	cluster_4_gene_name	cluster_4_score	cluster_4_pval	cluster_4_pval_adj	cluster_4_log2foldchange	cluster_5_gene_name	cluster_5_score	cluster_5_pval	cluster_5_pval_adj	cluster_5_log2foldchange	cluster_6_gene_name	cluster_6_score	cluster_6_pval	cluster_6_pval_adj	cluster_6_log2foldchange	cluster_7_gene_name	cluster_7_score	cluster_7_pval	cluster_7_pval_adj	cluster_7_log2foldchange	cluster_8_gene_name	cluster_8_score	cluster_8_pval	cluster_8_pval_adj	cluster_8_log2foldchange	cluster_9_gene_name	cluster_9_score	cluster_9_pval	cluster_9_pval_adj	cluster_9_log2foldchange
si:ch211-162i8.2	3.618732	0.000296050031803977	0.0013122528907512799	0.3059573	banp	3.6706111	0.0002419712280613968	0.0011720291405965164	0.2172311																																								
tmc6b	3.6180034	0.0002968846588512547	0.001315719741648789	0.25378984	hacl1	3.6698725	0.00024267152656999097	0.0011751940658816448	0.31636572																																								
plcg1	3.6173728	0.0002976085295640653	0.0013186946088125967	0.21386437	cldng	3.6694334	0.00024308860423324246	0.0011769864697142082	-0.009209724																																								
mkrn1	3.61621	0.0002989477970723304	0.0013243947475106103	0.112045474	commd4	3.6682472	0.00024421888159197427	0.0011822306848173864	0.16976714																																								
golga5	3.612808	0.0003028990627743924	0.001341662468192776	0.18759017	cyb5a	3.6679814	0.00024447296462414263	0.0011832321551011314	0.02777386																																								
elf2a	3.6109412	0.00030508799505848635	0.0013508807073195582	0.39094108	zdhhc5a	3.6674032	0.00024502635058821587	0.001185681564448691	0.110245034																																								
zgc:92313	3.6093936	0.0003069137242992012	0.001358724728591271	-0.3174009	ppfia3	3.6662781	0.0002461061953473009	0.001190677068630659	0.20851885																																								
myl9b	3.6087713	0.00030765075992775643	0.0013617471213754446	0.18573382	zgc:173575	3.6662128	0.00024616913774120567	0.0011907517573564379	0.09565176																																								
sh3gl1b	3.6076741	0.00030895430867059615	0.0013672755475171545	0.25331149	cct5	3.6649423	0.0002473944362635923	0.0011964477984532519	0.12546143																																								
klc2	3.6072524	0.0003094566737316194	0.001369015351880828	0.41924685	LOC103908923	3.6645286	0.000247794603563029	0.0011981519160707726	0.2551176																																								
tkfc	3.6055124	0.000311537638968951	0.0013777350844029156	0.30892414	gpn3	3.664212	0.00024810126407892775	0.0011994033337323824	0.057438467																																								
eif2b4	3.6054223	0.0003116457153675944	0.001377969924396564	0.2296156	hspbp1	3.6626396	0.00024962962617527685	0.001206559238277958	0.08706084																																								
elk4	3.6039689	0.00031339453595315093	0.0013852137961914445	0.15877967	nol10	3.6620464	0.0002502083857281124	0.0012091234618586593	0.06162831																																								
rmnd1	3.6036496	0.0003137800129714403	0.001386673096816312	0.4155383	zgc:171750	3.6608267	0.00025140281807286066	0.001214661341136146	0.12245952																																								
zgc:158376	3.6028943	0.0003146935818534448	0.0013904652428588838	0.2808146	gsnb	3.6605902	0.00025163488280624367	0.0012155482698826949	-0.001859622																																								
bida	3.602143	0.00031560466853585405	0.0013942450866266684	0.0075793783	msra	3.6578593	0.0002543306688943164	0.0012281780792666437	0.18604347																																								
tasp1	3.6012464	0.0003166952465080099	0.0013988163962942337	0.3007729	vac14	3.6578424	0.00025434741919225836	0.0012281780792666437	0.12406243																																								
znf710a	3.598964	0.00031948743146427823	0.0014109006266884421	0.5692987	sp1	3.656137	0.0002560445383450764	0.0012361348994910796	0.13031155																																								
znf1010	3.5988636	0.000319610664362859	0.001411196215064193	0.3328426	acat2	3.6553667	0.0002568146592814988	0.0012396141439534082	0.14934824																																								
glo1	3.5978873	0.00032081262587541596	0.0014162538358917182	0.14409393	si:ch211-286b5.5	3.6551957	0.0002569858570704427	0.0012402016737250129	0.0019524428																																								
c2h1orf27	3.5952528	0.00032407679622452405	0.0014301600306626618	0.15202849	gmcl1	3.6546512	0.00025753186728516754	0.0012425974562791163	0.08184083																																								
colgalt1	3.5939345	0.00032572179367715797	0.001437166428500553	0.20743449	pus7l	3.6535833	0.0002586058847983165	0.0012475394742791767	0.16732593																																								
fbxw2	3.592862	0.00032706603256001294	0.0014428435713039923	0.18589836	LOC100536850	3.6534607	0.0002587292614643936	0.0012478944906420032	0.31141865																																								
sbno2a	3.5925508	0.00032745693482169955	0.0014443138356925427	-0.049598783	si:ch211-253b8.2	3.6532202	0.00025897192129413276	0.0012488245823698983	0.026317062																																								
rfx1b	3.586772	0.00033479685958544096	0.0014764282340550075	-0.015125684	gata3	3.6518738	0.0002603339086076005	0.0012551509430963866	-0.63448715																																								
mpzl2b	3.5854762	0.0003364636820819064	0.0014832568862231913	0.037644528	cdk12	3.6516078	0.0002606036833605619	0.0012562099859838164	0.09366817																																								
borcs7	3.5849972	0.0003370818166839106	0.0014857205586423252	0.16970825	rnf111	3.651325	0.0002608908742614088	0.0012573525580150881	0.0723168																																								
dpysl2a	3.5845306	0.0003376851235391694	0.001488118021559919	0.23037677	ippk	3.6491723	0.0002630867002498969	0.0012676915087396993	0.4825411																																								
si:dkey-262g12.10	3.5835848	0.000338910712664958	0.0014932564464158618	0.26482174	pou2f2a	3.6475174	0.0002647862368590855	0.0012756355589294325	2.130859																																								
pcsk6	3.5834947	0.0003390276522298142	0.0014935091618264538	-0.047771998	zgc:110783	3.6468592	0.00026546544174364643	0.001278661945185673	0.2823734																																								
zdhhc4	3.582942	0.00033974606289608025	0.0014961480696685078	0.22063838	lrch3	3.6463442	0.00026599775254243984	0.001280979762772103	0.25159696																																								
fam177a1	3.5813494	0.0003418241226786349	0.0015050348601901742	0.043083448	cited4b_1	3.6459093	0.0002664479413156722	0.001282901286403888	0.2056113																																								
si:ch211-142b24.6	3.5798755	0.00034375785153319886	0.0015132831588568953	0.5810306	stk31	3.6454492	0.00026692513249406834	0.001284952058977591	0.055250537																																								
slc25a21	3.578631	0.0003453987426484232	0.001520239663428512	0.38871914	st14b	3.6443095	0.0002681106180067619	0.00129041105049107	0.21168913																																								
cope	3.5721092	0.0003541176816100478	0.0015583416094166885	0.0009755655	mast3b	3.6436594	0.0002687889922916137	0.0012934276983646742	0.43953052																																								
homezb	3.5713804	0.00035510460905958013	0.001562410414373782	0.2895139	rogdi	3.6429334	0.00026954855893848896	0.0012968338154226804	0.19412835																																								
LOC110438518	3.5711348	0.00035543786050933307	0.0015636022133251918	0.18586613	LOC108179687	3.64153	0.0002710226146930679	0.0013036754672608789	0.27431828																																								
ankrd49	3.5695913	0.0003575384920712458	0.001572567089359159	0.22951898	pnrc2	3.6411817	0.0002713895259998262	0.0013046999680974764	0.124289006																																								
tdp2b_1	3.56779	0.00036000483810737406	0.0015831370652630594	0.23359104	dph6	3.6411796	0.0002713917511234438	0.0013046999680974764	0.24439318																																								
LOC101883486	3.5675976	0.00036026922708503624	0.0015840218288218765	0.6218194	gapdhs	3.6395776	0.0002730855607577627	0.0013125911152356816	0.15981829																																								
dock6	3.5671022	0.0003609507237310371	0.001586739887941455	0.3250061	dctn1a	3.6385603	0.0002741663465132563	0.0013175332902034668	0.08445362																																								
mgrn1a	3.5659354	0.00036256066816543194	0.0015935377359696155	0.15024461	znf989_1	3.6378977	0.00027487258192788295	0.0013206739771141104	0.09912119																																								
zgc:173837	3.5656714	0.00036292595456456183	0.001594584045068415	0.087490976	srrm2_1	3.6362092	0.0002766796210087924	0.0013291014527034095	0.10306418																																								
piwil1	3.565563	0.0003630761331861643	0.0015949643102776718	0.41347045	pgam1b	3.6347382	0.00027826307310661197	0.001336451847191097	0.17233822																																								
zgc:113209	3.5624063	0.0003674710039492757	0.0016139877667763352	0.1448604	prickle1a	3.6340523	0.00027900431110648656	0.0013397551843285808	0.088568255																																								
si:ch73-105m5.1	3.5603347	0.00037038229494263584	0.001626204695223701	0.18948759	lsm14b	3.6339614	0.00027910252107933846	0.0013399700810907292	0.07684458																																								
praf2	3.5598333	0.0003710903383091281	0.0016290280945808415	0.008332685	nek4	3.6337104	0.0002793744803748677	0.0013410189056063642	0.2319032																																								
cdk8	3.557821	0.000373943924686674	0.0016409801148802822	0.42035723	ap2m1b	3.6333685	0.00027974510982599674	0.0013425408621287448	0.037385657																																								
trmt44	3.5575795	0.00037428784678232113	0.0016422018497191776	0.15135475	ndufa6	3.6331868	0.0002799420509042535	0.001343228837665777	0.066096865																																								
LOC110439920	3.556855	0.00037532138801303334	0.0016464483570064218	0.47009858	lims1	3.6330435	0.0002800978637265402	0.0013437192444343458	0.083509095																																								
foxm1	3.5562162	0.00037623451691461975	0.001650165249515636	0.034623306	irak1	3.6319122	0.0002813288832859548	0.0013493665879153738	0.29798937																																								
usp5	3.553641	0.0003799374075621797	0.001666114600761651	0.31961036	gnptg	3.6310554	0.0002822647070469804	0.0013535961635430668	0.14467841																																								
si:dkey-111e8.1_1	3.5528734	0.00038104778355928584	0.0016706915764731606	0.21615727	col18a1a	3.630971	0.0002823570641066139	0.0013537800629105554	0.24149914																																								
si:dkey-15f17.8	3.552595	0.00038145122883104454	0.0016721679786427007	0.30050835	kcnk6	3.6301942	0.000283208078617286	0.001357341051361547	0.11303551																																								
cdkn2aip	3.5514834	0.00038306602595941105	0.0016789531398318932	0.2817041	tfcp2	3.6297488	0.00028369710785573147	0.0013594249102488558	0.027753484																																								
arrdc2	3.5506196	0.0003843253975946556	0.0016841783944244121	0.09513127	hat1	3.6275349	0.0002861401145838475	0.0013708692874921105	0.047189634																																								
rpia	3.549684	0.0003856935830507133	0.001689878579400311	0.24822202	rpl6	3.626872	0.00028687521059376765	0.0013741284213153791	0.098756514																																								
glmna	3.5490108	0.00038668137342411134	0.0016936144166082082	0.43450913	tipin	3.6266148	0.00028716129810673897	0.0013752359759922658	0.05177136																																								
klhl15	3.5478399	0.00038840437800918815	0.0017008637559710535	0.3483573	prdm11	3.6262264	0.00028759327996023267	0.001376891152377751	0.3978586																																								
actr8	3.5458379	0.00039136698511567293	0.0017129395580425105	0.27547505	gnai2a	3.6262052	0.0002876167746688703	0.001376891152377751	-0.004177196																																								
LOC110440037	3.5434756	0.0003948898953831304	0.0017280569339513875	0.08624996	mbtd1	3.6235437	0.0002905939100237521	0.0013908777828251615	0.14038582																																								
sirt5	3.5415883	0.0003977258303063919	0.001740035140436063	0.37322018	hbegfb	3.622917	0.00029129929492008154	0.001393987805740123	0.32271498																																								
kif16ba	3.5415616	0.000397765952074469	0.001740035140436063	0.38343254	si:ch211-217k17.7	3.6216254	0.00029275787616606975	0.0014007003099787562	0.10915535																																								
p2ry11	3.5409415	0.0003987021697956532	0.0017438263109575717	0.2894377	trappc3	3.6206968	0.00029381075366301175	0.0014054306566536287	0.029728606																																								
gb:ai877918	3.539226	0.0004013021768815071	0.0017542797986940804	0.28082645	ets2	3.6206546	0.000293858695903681	0.0014054306566536287	0.086623445																																								
arhgap23a	3.5379364	0.00040326725726128504	0.0017625626975608319	0.36997554	dbi	3.6203	0.00029426170012084285	0.0014070896175560944	0.09455678																																								
si:ch211-196p9.1	3.5369987	0.00040470147847844695	0.0017685228834624742	0.14447258	zgc:154045	3.620053	0.00029454266952251356	0.0014081645154017403	0.043576796																																								
aasdhppt	3.5342824	0.000408883911349096	0.001786488429819843	0.407601	gtpbp1	3.6199496	0.0002946604151102513	0.0014084588034236384	0.034181654																																								
mctp2b	3.5322251	0.0004120782959716577	0.0018001315034551363	0.111139245	LOC100332505	3.619726	0.0002949152809217288	0.001409408280568933	0.112966366																																								
LOC101886167	3.5311956	0.0004136858157788745	0.0018068389368031484	0.3140625	ptprga	3.619595	0.00029506444907004666	0.0014098523599675543	0.8584574																																								
csrp2	3.5310543	0.0004139067866901036	0.0018074891141418358	0.43599	psmc3	3.6183012	0.00029654309736013934	0.0014166474706364118	0.068742715																																								
